1.000000000000000000e+00,6.347031144332136776e+00,-4.885963889685371875e-01
-1.000000000000000000e+00,-7.312795897884397434e+00,-5.823417457314222112e+00
-1.000000000000000000e+00,-6.090342912091524674e+00,-5.769468171661172207e+00
1.000000000000000000e+00,6.645320880010595843e+00,-1.550240719207025775e+00
-1.000000000000000000e+00,-6.209253835429698221e+00,-3.493858270787201903e+00
1.000000000000000000e+00,5.725421023028655299e+00,-2.462501762040647524e+00
-1.000000000000000000e+00,-6.180258746026899175e+00,-5.503013948264577238e+00
-1.000000000000000000e+00,-6.655856192578845310e+00,-6.055804269272809570e+00
1.000000000000000000e+00,6.513598873909736575e+00,-5.377978554950562096e-01
1.000000000000000000e+00,7.230266601820378725e+00,-3.244818234071851215e+00
1.000000000000000000e+00,6.929680140577833214e+00,-3.413096408252402902e+00
-1.000000000000000000e+00,-6.423352831048521061e+00,-6.052257601918455521e+00
-1.000000000000000000e+00,-5.922964625857478183e+00,-5.134668774562623383e+00
-1.000000000000000000e+00,-4.644223692845352858e+00,-5.685702590924035071e+00
-1.000000000000000000e+00,-5.831153336063492176e+00,-5.067990491550264487e+00
-1.000000000000000000e+00,-7.310184748057611870e+00,-5.325343213184293489e+00
1.000000000000000000e+00,5.735781753648990566e+00,-2.520590532629205960e+00
1.000000000000000000e+00,5.721719641401822543e+00,-1.934050053352345921e+00
-1.000000000000000000e+00,-5.807253150511283657e+00,-4.946475110961657151e+00
-1.000000000000000000e+00,-7.724352940748267393e+00,-3.773236788483930404e+00
-1.000000000000000000e+00,-6.548689690933660046e+00,-4.198097513678277437e+00
1.000000000000000000e+00,5.371849651910983070e+00,-1.373081749035816035e+00
1.000000000000000000e+00,5.538457834462387375e+00,-2.241947302198699088e-01
-1.000000000000000000e+00,-6.889143229609015151e+00,-5.132857680257050248e+00
-1.000000000000000000e+00,-6.423558955610038979e+00,-4.596579371039395845e+00
1.000000000000000000e+00,5.057068322095862101e+00,-4.021164050087038255e-01
1.000000000000000000e+00,5.566586178218610570e+00,-1.142204985962314012e+00
1.000000000000000000e+00,6.056052500346906342e+00,-3.358386669414500147e+00
-1.000000000000000000e+00,-8.125570999522123472e+00,-5.169534559576773880e+00
1.000000000000000000e+00,6.816719124230665727e+00,6.003773638170302185e-01
-1.000000000000000000e+00,-5.843569560477271274e+00,-6.343643514153132656e+00
-1.000000000000000000e+00,-5.874977503080752506e+00,-4.368396823710967602e+00
1.000000000000000000e+00,7.271836886461899851e+00,-1.858646785297351611e+00
1.000000000000000000e+00,5.909541972207115634e+00,-2.408092333197490831e+00
-1.000000000000000000e+00,-5.446389174013846812e+00,-7.605151142747322623e+00
1.000000000000000000e+00,6.741010106053145989e+00,-2.426052239888734086e+00
-1.000000000000000000e+00,-6.684010374440596536e+00,-3.301647695324653853e+00
1.000000000000000000e+00,7.450075957883492528e+00,-3.611573483071770507e+00
1.000000000000000000e+00,7.820080011056175451e+00,-9.019436920781918055e-01
-1.000000000000000000e+00,-5.886750807633032601e+00,-3.456117613175812231e+00
1.000000000000000000e+00,6.793894251390172556e+00,-3.046756739515693369e+00
1.000000000000000000e+00,5.757548737567884878e+00,-2.551763785659951544e+00
-1.000000000000000000e+00,-5.762308036597201699e+00,-5.923177953595299527e+00
1.000000000000000000e+00,6.199012066099109930e+00,-6.176779658130910899e-01
-1.000000000000000000e+00,-4.443185857614286860e+00,-5.182446027691367973e+00
-1.000000000000000000e+00,-5.800195255314712917e+00,-3.016787933314619252e+00
1.000000000000000000e+00,7.403051848189813100e+00,-2.745934859737901412e+00
-1.000000000000000000e+00,-7.471052117432069650e+00,-5.498822044002277920e+00
-1.000000000000000000e+00,-7.231136255107171174e+00,-5.295236567742648504e+00
-1.000000000000000000e+00,-4.789822064150983216e+00,-7.037832206783915190e+00
-1.000000000000000000e+00,-7.411867961363284074e+00,-3.352503155507370991e+00
1.000000000000000000e+00,7.159816082311283303e+00,-2.984183145409172511e+00
1.000000000000000000e+00,7.510920320972388708e+00,-1.558997949259666838e+00
-1.000000000000000000e+00,-5.053491814324278408e+00,-4.547309671916884177e+00
-1.000000000000000000e+00,-7.305757356946776859e+00,-3.722907809519517830e+00
1.000000000000000000e+00,5.744444783025560497e+00,-2.162930937976979440e+00
1.000000000000000000e+00,7.499267280372252209e+00,-2.715137047849205842e+00
1.000000000000000000e+00,4.717142975578209274e+00,-3.747689464503817014e+00
1.000000000000000000e+00,4.469156153158407641e+00,-1.784456660466236855e+00
-1.000000000000000000e+00,-4.028141626209333914e+00,-4.602421135093833549e+00
1.000000000000000000e+00,5.278702721282278354e+00,-1.466199269156451823e+00
-1.000000000000000000e+00,-6.445336084285493428e+00,-3.123425703007203236e+00
-1.000000000000000000e+00,-5.764460493742870284e+00,-4.142384528346209294e+00
1.000000000000000000e+00,4.853576404314198456e+00,-2.575095257410626726e+00
-1.000000000000000000e+00,-7.143730816013903251e+00,-6.119725758296922891e+00
-1.000000000000000000e+00,-6.388598623875735072e+00,-7.990758083002822865e+00
-1.000000000000000000e+00,-4.514699062856220912e+00,-5.631679820340623976e+00
-1.000000000000000000e+00,-4.761428051368523207e+00,-5.854837743308640263e+00
1.000000000000000000e+00,6.592756492010785507e+00,-2.964120873030259951e+00
1.000000000000000000e+00,7.713010404885183746e+00,-1.754550530266751673e+00
1.000000000000000000e+00,6.369685382330506407e+00,-9.433473860267496125e-01
1.000000000000000000e+00,6.078275339404508593e+00,-2.182271909933090726e+00
1.000000000000000000e+00,7.041431844298753795e+00,-3.923727982263268910e+00
1.000000000000000000e+00,6.934492270807283809e+00,-1.207088838581771295e+00
1.000000000000000000e+00,6.307258091902695263e+00,-9.903686541645744246e-01
1.000000000000000000e+00,7.260276359780936772e+00,-1.528394013098637538e+00
-1.000000000000000000e+00,-8.001996703175027648e+00,-4.013164495522217656e+00
-1.000000000000000000e+00,-6.347995245077422410e+00,-6.613724472195744220e+00
-1.000000000000000000e+00,-5.998640550137335659e+00,-4.936362837459629560e+00
1.000000000000000000e+00,7.295222251372642575e+00,-1.827420714135104429e+00
1.000000000000000000e+00,5.670463233223127730e+00,-3.358534882680672240e+00
-1.000000000000000000e+00,-5.028442473037350702e+00,-5.718501525155305742e+00
-1.000000000000000000e+00,-4.703213939458403381e+00,-5.160810102989597858e+00
1.000000000000000000e+00,5.452078573000949113e+00,-3.492531802074777758e+00
-1.000000000000000000e+00,-4.710056431439208602e+00,-5.603063820713322762e+00
-1.000000000000000000e+00,-5.549750126946367601e+00,-7.981207982748506069e+00
-1.000000000000000000e+00,-5.891211135645552766e+00,-6.161214528496385512e+00
1.000000000000000000e+00,6.756647474506186413e+00,5.907383462160398224e-02
1.000000000000000000e+00,6.972222305425415101e+00,-1.877730291340470536e+00
-1.000000000000000000e+00,-5.316493811993827201e+00,-4.771037359821106882e+00
-1.000000000000000000e+00,-4.819732157479195145e+00,-5.045480864456476588e+00
1.000000000000000000e+00,5.623060283714545804e+00,-3.553628607567555164e+00
-1.000000000000000000e+00,-6.001633590474028779e+00,-5.105953874679081572e+00
1.000000000000000000e+00,6.875716905334199325e+00,-1.940181848662441144e-01
1.000000000000000000e+00,6.757222495449291877e+00,-1.867638488191924795e+00
1.000000000000000000e+00,6.380140551093627543e+00,-2.706900984202476490e+00
-1.000000000000000000e+00,-5.764076195755488463e+00,-5.615288949075529779e+00
1.000000000000000000e+00,5.708146807169422132e+00,-3.718073402649363590e+00
1.000000000000000000e+00,6.666012993631019512e+00,1.694120779427521484e-02
-1.000000000000000000e+00,-5.887321759685106848e+00,-3.541188367197186437e+00
